LA Number,Establishment Number,URN,School Phase,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Headcount)",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Full-Time Equivalent)",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers (£s)
812,2113,117733,Primary,15,18,8,12.7,14.6,5.9,22.0,"£36,879"
812,2124,137761,Primary,15,17,4,13.2,10.8,3.4,27.8,"£40,042"
812,2145,142269,Primary,7,6,2,7,3,1.9,22.0,"£36,834"
812,2154,141302,Primary,17,16,4,14.5,9.8,3.1,22.6,"£38,656"
812,2175,138062,Primary,17,16,4,12.6,10.9,2.6,20.6,"£34,279"
812,2176,136975,Primary,19,21,3,16.3,15.2,2.8,21.8,"£39,694"
812,2182,137996,Primary,9,8,6,7.8,4.9,3.6,27.8,"£42,049"
812,2877,117907,Primary,12,10,4,9.9,6,2.9,19.9,"£38,386"
812,2896,141631,Primary,15,17,2,13.1,10.8,1.4,25.9,"£34,164"
812,2897,142841,Primary,11,15,3,9.7,10.4,2.8,30.8,"£32,031"
812,2898,142268,Primary,17,20,7,13.4,11.6,5.2,25.4,"£39,287"
812,2899,117926,Primary,20,29,8,17,20.6,6.3,18.6,"£39,357"
812,2929,117956,Primary,9,13,4,8.2,6.4,3,24.3,"£42,658"
812,2930,137787,Primary,10,9,3,10,5.2,2.8,25.5,"£40,849"
812,2937,142969,Primary,10,11,6,9.1,7.5,4.1,20.8,"£36,550"
812,2938,140581,Primary,10,9,4,9.4,6,3.9,22.0,"£39,545"
812,2939,140801,Primary,15,16,5,13.4,9.5,4.1,21.3,"£36,596"
812,2943,138467,Primary,17,9,6,15.1,6.9,5.1,12.7,"£37,086"
812,2944,141289,Primary,25,34,7,22.9,24.1,6.4,23.4,"£39,008"
812,3059,143281,Primary,14,16,7,10.9,7.5,5.5,17.6,"£35,348"
812,3060,137811,Primary,7,7,2,7,4,0.8,15.6,"£33,531"
812,3065,118012,Primary,15,9,3,14.1,6.8,2.2,17.5,"£35,717"
812,3068,118015,Primary,11,21,4,10,8,3.9,22.8,"£37,630"
812,3072,118017,Primary,11,11,1,9.2,7.1,1,14.0,"£34,237"
812,3300,137611,Primary,27,40,7,25.3,26.9,5.7,23.9,"£36,715"
812,3514,138014,Primary,11,22,3,9.7,9.7,2.1,20.4,"£39,719"
812,3517,139981,Primary,13,17,6,12.2,12.9,5.4,19.3,"£38,340"
812,3518,137760,Primary,21,24,5,17.6,14.6,3.5,24.5,"£40,163"
812,3519,131231,Primary,20,13,6,19.6,11.3,5.8,17.2,"£36,483"
812,3522,139472,Primary,31,16,13,28.5,14.3,11.6,22.6,"£34,876"
812,3523,138468,Primary,19,20,8,14.6,12.4,5.6,22.3,"£39,623"
812,3525,138846,Primary,21,25,21,21,18.3,17.5,25.3,"£34,416"
812,3526,141773,Primary,17,16,10,16.1,13.5,8.8,20.5,"£39,172"
812,4000,139649,Secondary,34,12,4,33.4,9.9,4,10.1,"£36,139"
812,4009,137196,Secondary,46,60,11,44.8,33.2,7.8,13.4,"£37,951"
812,4011,137464,Secondary,25,12,11,24.6,10.6,9.4,21.1,"£40,865"
812,4078,136268,Secondary,155,22,18,147.2,17.9,16.8,13.5,"£35,073"
812,4084,136277,Secondary,59,18,22,54.4,16.2,19.5,17.3,"£40,409"
812,4092,137200,Secondary,40,18,14,37,11.1,10.4,23.2,"£36,345"
812,6905,135176,Secondary,26,7,11,26,5.9,9.2,23.0,"£40,932"
812,6906,135209,Secondary,46,19,27,44.6,15.7,22.8,18.1,"£40,424"
812,6907,135294,Secondary,48,12,14,46.6,11.6,12.6,21.0,"£33,781"
812,6908,136192,Secondary,71,17,12,68.3,14,12,12.5,"£34,211"
813,2000,139024,Primary,32,36,10,28.8,25.1,8.4,22.7,"£37,099"
813,2001,131216,Primary,20,16,9,17.1,9.7,7.3,19.2,"£39,257"
813,2002,139025,Primary,15,20,6,12.7,13.4,3.7,25.6,"£46,261"
813,2003,133700,Primary,22,22,13,20.7,15,9.8,22.4,"£35,780"
813,2005,140343,Primary,8,8,1,6.5,5,1,20.3,"£37,514"
813,2006,140625,Primary,18,22,8,17,14.5,5.8,19.3,"£35,013"
813,2007,140626,Primary,18,21,8,17.1,11.8,7.2,23.8,"£40,581"
813,2008,146267,Primary,21,14,2,20.4,10,1.9,21.7,"£38,222"
813,2100,117725,Primary,7,5,3,4.6,1.8,1.3,13.3,"£37,780"
813,2101,117726,Primary,11,10,4,9.9,7.1,2.6,21.0,"£40,280"
813,2105,117727,Primary,12,15,2,10.3,8,1.8,25.3,"£41,907"
813,2106,117728,Primary,18,24,5,16.1,16.1,4.5,23.9,"£38,134"
813,2107,117729,Primary,22,21,7,16.7,11.9,4.1,21.0,"£35,833"
813,2108,117730,Primary,12,6,3,10.8,4.8,2.6,18.3,"£39,706"
813,2115,139035,Primary,11,13,4,10,6.9,3.5,24.1,"£38,937"
813,2116,117736,Primary,3,5,2,2.8,2.8,1.5,17.9,"£37,001"
813,2118,117737,Primary,12,14,2,9.4,8.1,1.8,27.9,"£41,137"
813,2120,138085,Primary,8,7,3,5.9,3.8,2.6,21.0,"£53,471"
813,2121,117739,Primary,11,15,4,10.4,9.6,2.6,22.7,"£37,128"
813,2122,117740,Primary,5,1,1,4.2,0.8,1,18.2,"£40,709"
813,2123,117741,Primary,10,12,3,10,8.4,1.9,25.1,"£35,187"
813,2125,117743,Primary,7,9,1,7,4.9,1,15.9,"£32,103"
813,2126,138086,Primary,14,11,2,10,6,1.5,18.5,"£39,769"
813,2130,117747,Primary,11,12,5,9.4,7.8,3.6,22.0,"£38,826"
813,2133,117748,Primary,12,8,12,11,5.3,8.7,20.3,"£37,712"
813,2138,117752,Primary,4,4,0,3.2,3,0,23.1,"£43,282"
813,2140,117753,Primary,5,6,1,5,4.6,0.7,19.6,"£36,725"
813,2141,138520,Primary,6,6,4,5.1,2.6,1.8,15.4,"£36,597"
813,2143,117756,Primary,24,20,7,20,12.8,4.9,18.8,"£40,216"
813,2155,117768,Primary,6,7,4,5.2,6,2.5,22.0,"£39,123"
813,2159,117771,Primary,9,11,2,7.2,7.4,1.2,20.3,"£39,854"
813,2173,117780,Primary,9,10,2,7.6,5.8,1.6,27.0,"£29,434"
813,2174,117781,Primary,27,40,8,24.8,24.4,6.4,25.4,"£40,387"
813,2180,117787,Primary,11,23,5,11,15.5,3.6,21.5,"£40,195"
813,2181,136058,Primary,12,15,4,11.6,10.1,3.3,24.9,"£37,598"
813,2567,117811,Primary,22,33,4,20.4,15.5,2.5,20.5,"£35,522"
813,2568,117812,Primary,21,17,4,15.4,9.1,2.6,22.0,"£32,588"
813,2890,138712,Primary,18,20,4,13.8,10.5,3.6,22.9,"£36,029"
813,2907,117934,Primary,27,38,7,24.4,22,5.2,22.5,"£40,002"
813,2940,117967,Primary,16,18,3,14.1,9.2,2.9,19.9,"£33,153"
813,3055,118004,Primary,11,10,4,7.9,6.5,1.8,22.0,"£38,681"
813,3056,118005,Primary,13,9,2,10.1,5.6,1.2,18.6,"£35,782"
813,3057,118006,Primary,13,19,3,12.5,7.5,2,20.4,"£33,296"
813,3058,118007,Primary,9,14,5,9,7.1,3.1,24.8,"£40,536"
813,3063,118010,Primary,6,3,2,5.8,1.7,1.9,16.4,"£36,235"
813,3064,118011,Primary,10,13,4,8.4,5.5,2.3,20.2,"£40,446"
813,3067,118014,Primary,6,6,2,3.3,2.4,1.3,17.9,"£41,209"
813,3071,118016,Primary,16,25,10,14.2,13,6.9,20.0,"£38,041"
813,3073,118018,Primary,7,6,3,4.2,3.1,2.2,11.4,"£41,838"
813,3074,138713,Primary,10,11,6,7.3,5,3.5,21.5,"£39,198"
813,3075,118020,Primary,11,21,5,9.8,8.5,3.3,19.9,"£37,640"
813,3076,118021,Primary,7,8,2,6.3,2.8,1.6,22.1,"£41,566"
813,3077,118022,Primary,2,4,2,2,1.6,1.7,17.5,SUPP
813,3078,118023,Primary,2,3,2,2,1.6,1.6,23.5,SUPP
813,3320,118037,Primary,6,13,3,3.3,5.6,2,30.6,"£43,584"
813,3322,118038,Primary,4,6,1,3.6,2.3,0.7,17.2,"£38,522"
813,3323,138015,Primary,12,9,3,9.4,5.5,1.9,19.3,"£34,488"
813,3324,138827,Primary,6,5,5,5.2,3.3,2.3,21.2,"£40,394"
813,3325,138016,Primary,18,12,6,14.5,6.7,4,22.4,"£37,764"
813,3326,138017,Primary,19,24,6,17.5,12.9,5.1,23.4,"£39,079"
813,3330,118043,Primary,5,7,1,3.8,3.3,0.5,15.8,"£44,608"
813,3508,134867,Primary,16,23,5,14.1,12.8,4.8,22.1,"£34,771"
813,4000,139059,Secondary,46,19,11,43.6,16.9,10.9,15.4,"£41,918"
813,4001,139277,Secondary,41,17,20,35.8,14.8,16.7,21.1,"£36,049"
813,4002,142130,Secondary,12,3,10,10.2,3,9.2,12.7,"£45,122"
813,4074,137832,Secondary,35,10,25,34.3,7.2,18.4,17.8,"£43,015"
813,4076,137004,Secondary,30,17,14,28.4,15.6,9.7,21.9,"£34,582"
813,4082,137759,Secondary,35,9,13,33,7.2,11.2,16.1,"£38,745"
813,4083,137742,Secondary,57,12,14,51.7,8.5,12.8,16.9,"£40,172"
813,4087,118097,Secondary,82,34,35,80.6,28.6,29.2,16.4,"£38,308"
813,4090,138831,Secondary,32,11,12,29,9.5,10.3,17.7,"£41,383"
813,4091,137453,Secondary,49,14,20,44.7,10.3,14,16.8,"£39,562"
813,4491,118109,Secondary,53,20,14,46.1,16.7,12.9,17.2,"£37,459"
813,4501,118112,Secondary,43,13,15,39,11.2,11.1,18.6,"£40,931"
813,4700,138018,Secondary,47,13,12,43.6,10.3,10.5,15.7,"£38,255"
813,6905,135674,Secondary,44,16,22,43.3,14.3,20,17.2,"£41,122"
815,2000,140018,Primary,15,14,5,13.8,10.3,3.8,18.0,"£28,327"
815,2001,141393,Primary,8,9,5,7,6.2,2,23.4,"£35,469"
815,2002,141880,Primary,11,27,4,10.6,14.2,2.1,21.3,"£34,356"
815,2003,142023,Primary,9,12,2,8.5,7.7,1.7,21.4,"£39,570"
815,2004,143139,Primary,5,7,2,4.4,3.9,0.7,17.2,"£38,076"
815,2005,143523,Primary,7,9,1,5,2.8,1,19.0,"£36,419"
815,2007,144647,Primary,13,14,4,11.3,8,2.7,17.7,"£36,075"
815,2008,145411,Primary,5,8,2,4.4,3.7,0.9,35.6,"£39,621"
815,2009,145846,Primary,3,8,3,2.8,2.5,1,25.0,SUPP
815,2010,146312,Primary,17,33,4,15.9,20.8,3.5,26.9,"£36,327"
815,2040,121293,Primary,4,2,1,3,0.7,0.5,13.8,"£41,463"
815,2041,144678,Primary,2,2,1,1.6,2,0.7,25.6,SUPP
815,2042,144682,Primary,4,2,1,3.1,1.1,0.7,9.0,"£40,583"
815,2043,121296,Primary,2,1,0,1.5,0.4,0,14.0,SUPP
815,2047,137348,Primary,4,3,1,3.5,1.9,0.6,10.6,"£32,165"
815,2060,121300,Primary,4,5,1,3.8,2.8,0.5,11.8,"£40,809"
815,2061,121301,Primary,5,5,2,4.2,3.7,0.9,21.8,"£36,584"
815,2063,121302,Primary,2,4,1,2,2.6,0,25.5,SUPP
815,2064,121303,Primary,12,13,4,11.2,6.8,2.3,19.7,"£40,118"
815,2065,144159,Primary,12,9,4,9.9,4.8,2.3,20.9,"£38,285"
815,2074,121305,Primary,16,10,5,13.7,6,2.8,18.9,"£36,415"
815,2075,121306,Primary,4,8,3,2.7,3.6,1.1,39.8,"£29,114"
815,2076,145633,Primary,23,11,7,18.3,6.6,3.6,23.1,"£37,067"
815,2080,121308,Primary,13,11,2,12,7.1,1.2,22.9,"£40,349"
815,2081,121309,Primary,3,1,4,3,0.4,1.4,13.3,SUPP
815,2083,121310,Primary,4,1,0,1.8,0.5,0,24.0,"£33,021"
815,2096,121311,Primary,8,4,3,4.9,1.5,1.6,10.4,"£36,837"
815,2097,121312,Primary,15,11,3,12.4,6.6,0.9,21.8,"£37,959"
815,2098,121313,Primary,5,1,0,4.7,0.8,0,3.8,"£37,224"
815,2108,121314,Primary,18,24,4,16.6,13.9,2.5,20.4,"£38,571"
815,2114,121317,Primary,22,20,4,18.4,12.5,2.6,19.7,"£38,041"
815,2117,121319,Primary,42,78,8,32.6,39.2,4.4,23.8,"£38,189"
815,2120,121321,Primary,35,50,4,29.3,24.8,3.5,21.6,"£37,553"
815,2132,121322,Primary,5,4,0,4.5,2.5,0,20.3,"£40,505"
815,2133,121323,Primary,2,1,0,1,0.7,0,21.6,SUPP
815,2138,121324,Primary,3,4,1,3,1.2,0.7,8.7,"£39,891"
815,2139,143612,Primary,18,13,3,14,7.3,2.7,17.9,"£38,696"
815,2150,121326,Primary,6,5,1,4.3,3.3,0.8,15.6,"£39,351"
815,2151,121327,Primary,5,0,0,4.2,0,0,21.0,"£34,189"
815,2154,143290,Primary,19,17,11,12.5,10,6.1,16.6,"£33,236"
815,2163,121330,Primary,7,5,3,6.4,2.6,1,23.8,"£34,401"
815,2164,121331,Primary,13,15,2,10.7,7.9,1.6,22.8,"£38,146"
815,2165,121332,Primary,7,13,1,6.2,6.8,0.8,19.2,"£38,660"
815,2166,121333,Primary,13,9,2,11.6,4.8,1.6,18.2,"£37,738"
815,2167,121334,Primary,14,8,5,13.7,4.8,3.8,16.5,"£37,442"
815,2170,121336,Primary,14,10,3,10.9,7.3,1.8,17.3,"£40,491"
815,2171,121337,Primary,8,1,2,5.9,0.7,1,16.9,"£37,899"
815,2173,121338,Primary,26,19,6,21.9,13.9,1.4,20.4,"£40,123"
815,2183,145369,Primary,17,22,1,14.5,12.1,0.7,21.6,"£33,831"
815,2186,121342,Primary,5,11,3,4.7,3.6,0.9,21.1,"£37,212"
815,2188,121343,Primary,9,15,2,8.2,10.9,1.1,24.6,"£33,533"
815,2189,121344,Primary,12,16,2,10.2,11.6,1.8,21.1,"£38,164"
815,2190,144679,Primary,8,13,3,6.9,9.9,1.4,29.1,"£39,180"
815,2197,144681,Primary,11,5,2,8.9,3.4,1.4,24.3,"£42,308"
815,2206,121349,Primary,13,21,3,9.2,6.7,1.5,22.6,"£38,942"
815,2212,121350,Primary,13,13,2,11.7,7.7,1.6,19.5,"£35,294"
815,2217,146112,Primary,10,12,4,8.1,6.5,2.2,21.7,"£39,837"
815,2221,121355,Primary,5,7,0,3.8,2.9,0,15.5,"£38,213"
815,2222,121356,Primary,11,17,4,10.6,5.4,1.5,24.7,"£36,328"
815,2223,121357,Primary,17,27,0,14.5,14.1,0,28.7,"£39,763"
815,2224,121358,Primary,11,13,2,8.8,5.3,1.4,22.4,"£36,600"
815,2225,121359,Primary,12,18,4,9.3,9.3,1.9,24.0,"£41,194"
815,2228,121361,Primary,7,8,1,6.4,5.1,0.9,33.1,"£33,995"
815,2233,121362,Primary,13,8,3,8.8,6.5,1.8,25.6,"£40,690"
815,2235,121363,Primary,12,29,3,8.9,9.8,1.9,21.9,"£36,802"
815,2236,121364,Primary,8,5,1,6,1.9,1,20.2,"£44,058"
815,2237,121365,Primary,16,20,2,14.1,11.1,1.2,18.0,"£35,288"
815,2242,121368,Primary,11,14,8,11,8.1,3.7,20.2,"£37,885"
815,2245,121369,Primary,7,9,0,5,3.3,0,30.6,"£41,617"
815,2246,121370,Primary,9,6,2,7.5,2.5,1.2,23.1,"£37,935"
815,2247,121371,Primary,4,4,2,3.9,1.9,0.7,20.6,"£38,257"
815,2249,121372,Primary,9,24,2,8.6,8.4,1.5,24.1,"£37,241"
815,2250,121373,Primary,4,3,1,4,1.4,0.6,15.0,"£36,342"
815,2252,145370,Primary,13,9,0,9.2,4.4,0,22.1,"£35,328"
815,2256,144680,Primary,3,4,1,2.4,2.8,0.7,18.8,"£39,458"
815,2257,121377,Primary,9,8,2,6.9,4.5,1.5,32.1,"£35,895"
815,2301,146005,Primary,6,0,2,5,0,0.3,22.6,"£35,515"
815,2302,142189,Primary,8,9,1,6.9,5.3,0.7,17.8,"£35,291"
815,2305,121380,Primary,9,8,4,7,3.9,0.3,18.0,"£35,215"
815,2309,121382,Primary,8,13,1,7.5,6,0.4,21.2,"£35,921"
815,2310,121383,Primary,6,2,1,6,0.7,0.8,22.7,"£40,316"
815,2312,121385,Primary,4,1,1,3.2,0.4,0.9,15.0,"£38,558"
815,2314,121386,Primary,8,4,6,7.2,1.8,2.2,21.5,"£38,514"
815,2316,121387,Primary,8,7,1,6,2.8,0.6,23.8,"£39,493"
815,2317,121388,Primary,8,5,1,5.2,3.3,0.8,26.5,"£39,447"
815,2320,121390,Primary,5,9,3,3.3,3.2,1.2,19.4,"£40,804"
815,2321,121391,Primary,3,6,0,3,3,0,24.8,"£40,796"
815,2324,121392,Primary,3,10,2,2.6,2.6,1.5,27.5,"£43,150"
815,2327,121393,Primary,2,4,1,2,3.1,0.3,31.0,SUPP
815,2328,142198,Primary,18,14,1,12.8,10.2,1,24.2,"£41,918"
815,2329,121395,Primary,18,17,2,13.9,9.8,0.7,22.5,"£37,357"
815,2330,142497,Primary,9,7,4,7.6,5.4,3.1,21.9,"£37,724"
815,2331,142592,Primary,11,16,3,10.1,8.2,1.9,23.6,"£37,989"
815,2332,121398,Primary,14,22,3,12.1,10.2,1.9,16.7,"£41,868"
815,2333,142220,Primary,19,47,6,17.4,20.6,5.3,27.2,"£36,196"
815,2335,121401,Primary,4,3,1,4,1.4,0.9,13.5,"£31,791"
815,2336,121402,Primary,6,7,2,3,2.7,0.7,19.1,"£39,254"
815,2337,121403,Primary,6,3,1,4.9,1.1,0.8,27.1,"£40,350"
815,2338,121404,Primary,5,5,0,4,2.4,0,17.3,"£35,753"
815,2343,121406,Primary,2,3,1,2,1.2,1,15.0,SUPP
815,2346,142201,Primary,10,6,1,6.3,3.9,1,17.5,"£39,633"
815,2347,121410,Primary,5,6,2,3.6,1.7,1,13.8,"£39,960"
815,2348,121411,Primary,5,3,1,3.7,1.8,0.3,22.6,"£29,426"
815,2350,121413,Primary,7,4,2,5,1.7,1,17.6,"£37,413"
815,2351,144931,Primary,22,13,6,17.2,9,4.5,21.3,"£37,733"
815,2354,121415,Primary,4,5,1,4,2.2,0.8,15.5,"£33,939"
815,2356,121417,Primary,10,11,3,8.2,6.3,1.1,26.8,"£40,033"
815,2357,145820,Primary,8,11,8,7.4,4.3,2.3,26.1,"£33,618"
815,2358,121419,Primary,4,7,4,3.7,2.5,1.5,17.5,"£37,116"
815,2359,121420,Primary,11,3,2,10,2.1,1.6,21.6,"£37,371"
815,2360,121421,Primary,5,5,1,3.8,1.6,0.8,20.8,"£37,183"
815,2363,121423,Primary,13,11,4,12.2,7.4,3,18.9,"£34,264"
815,2364,121424,Primary,33,27,7,25.8,12.1,4,22.0,"£36,142"
815,2365,121425,Primary,15,15,2,13.1,12.8,1.5,18.1,"£38,608"
815,2366,121426,Primary,5,4,1,2.9,2.5,1,28.3,"£48,323"
815,2367,121427,Primary,10,5,0,8.6,2.8,0,12.4,"£35,860"
815,2368,143287,Primary,19,15,3,15.6,12.3,2.1,19.9,"£36,890"
815,2372,142593,Primary,23,27,21,16.5,13.4,7.2,26.8,"£38,468"
815,2376,142204,Primary,17,8,3,14.1,3.6,2.9,21.1,"£37,132"
815,2377,144163,Primary,20,18,10,16.6,9.3,5.7,25.3,"£38,804"
815,2380,145821,Primary,10,20,5,9.5,7.4,2.1,23.3,"£36,628"
815,2381,121436,Primary,16,24,4,12.2,10.2,1.6,22.0,"£35,906"
815,2382,143613,Primary,22,27,5,18.2,16.5,3.6,22.3,"£35,598"
815,2383,145026,Primary,10,12,2,8.5,6.5,1.7,22.7,"£36,889"
815,2389,144168,Primary,15,13,11,11.8,7.5,5.5,17.8,"£40,915"
815,2390,121444,Primary,18,15,6,16.8,10.9,2.7,14.9,"£35,846"
815,2391,121445,Primary,11,8,0,7.9,4.6,0,22.6,"£43,128"
815,2392,146152,Primary,5,8,2,4.9,4.8,1,22.3,"£43,974"
815,2393,121447,Primary,18,24,0,15.8,12.2,0,24.2,"£37,908"
815,2400,121448,Primary,12,19,3,8.8,7.7,1.4,19.8,"£40,985"
815,2401,121449,Primary,18,28,2,16.4,12.3,1,21.6,"£38,451"
815,2402,121450,Primary,10,9,1,8,5.5,1,19.9,"£38,056"
815,2403,121451,Primary,8,15,4,7.3,10.6,2.2,33.2,"£40,397"
815,2404,121452,Primary,5,9,0,4.1,3.6,0,22.4,"£35,409"
815,2405,121453,Primary,5,6,0,3.8,2.1,0,12.1,"£36,864"
815,2406,121454,Primary,3,1,0,2.1,0.9,0,16.0,SUPP
815,2407,121455,Primary,6,11,4,5.8,4.2,1.5,22.4,"£38,038"
815,2408,121456,Primary,33,38,5,30.2,22.2,3.6,20.1,"£35,848"
815,2410,121457,Primary,9,11,3,7.5,4.5,0.9,25.7,"£37,895"
815,2411,121458,Primary,6,10,1,5.5,4.5,0.7,25.8,"£37,684"
815,2413,121459,Primary,17,15,1,14.3,7.9,1,18.0,"£34,913"
815,2418,121460,Primary,12,11,3,10,6.4,1.5,20.7,"£36,957"
815,2421,121461,Primary,19,28,15,17.5,14.6,3.8,23.6,"£35,645"
815,2422,146006,Primary,5,12,5,5,5.4,1.6,23.0,"£35,173"
815,2424,121463,Primary,13,10,1,11.2,8.4,1,18.2,"£33,326"
815,2425,121464,Primary,10,11,0,8.6,6.2,0,22.7,"£41,753"
815,2426,141463,Primary,9,11,4,9,4.7,2.7,26.1,"£38,768"
815,2427,145822,Primary,14,13,25,12.7,6.5,7.9,32.9,"£37,412"
815,2430,121469,Primary,7,5,1,6,3.5,1,16.4,"£35,367"
815,3000,121471,Primary,3,5,1,2.9,2.2,0.5,26.7,"£44,158"
815,3001,121472,Primary,3,1,1,2.4,0.8,0.7,11.9,"£40,417"
815,3005,121475,Primary,2,2,0,1.8,1.3,0,22.5,SUPP
815,3006,121476,Primary,2,1,1,1.3,1,0.7,4.6,SUPP
815,3008,121477,Primary,1,0,1,0.7,0,0.3,SUPP,SUPP
815,3009,145632,Primary,NA,NA,NA,NA,NA,NA,0.0,SUPP
815,3010,121479,Primary,19,14,5,15.5,9.4,2.1,22.8,"£36,971"
815,3012,121480,Primary,2,1,0,1.4,0.9,0,9.8,SUPP
815,3015,121481,Primary,12,12,3,9.6,7.8,2.5,21.8,"£43,130"
815,3016,121482,Primary,2,1,1,1.3,0.8,0.4,16.3,SUPP
815,3020,121483,Primary,4,6,1,3.1,2.1,1,30.0,"£37,569"
815,3021,121484,Primary,9,10,1,6,3.3,0.8,16.7,"£34,106"
815,3022,144156,Primary,7,9,1,5.9,4.9,1,19.7,"£35,928"
815,3025,121486,Primary,3,1,1,3,0.6,0.7,12.7,"£38,685"
815,3027,121487,Primary,5,7,1,4,3.5,0.8,20.9,"£37,438"
815,3030,144157,Primary,4,3,1,3,0.8,0.4,9.4,"£38,298"
815,3034,144164,Primary,4,9,1,1.6,4.2,0.8,21.9,"£50,037"
815,3035,121491,Primary,6,5,6,4.8,2.3,2.8,22.1,"£36,791"
815,3039,121492,Primary,2,0,0,2,0,0,16.3,SUPP
815,3040,121493,Primary,4,2,1,3.1,1.1,0.7,14.4,"£35,872"
815,3042,121495,Primary,4,6,3,3.4,1.6,0.7,16.5,"£32,712"
815,3045,121496,Primary,3,1,1,2.8,0.9,0.9,10.7,"£37,319"
815,3046,121497,Primary,7,4,0,5.4,1.8,0,13.4,"£34,376"
815,3050,121498,Primary,4,3,1,4,2.2,0.8,14.5,"£35,161"
815,3053,121499,Primary,10,7,4,8,3.6,1.9,24.8,"£41,118"
815,3054,121500,Primary,4,3,1,3.2,1.4,0.3,9.3,"£41,179"
815,3055,121501,Primary,6,5,0,5.2,2.5,0,19.0,"£36,123"
815,3057,121502,Primary,5,8,1,4.1,3,0.8,16.1,"£37,619"
815,3060,121503,Primary,4,5,2,3.2,2.4,0.9,12.7,"£34,755"
815,3062,121504,Primary,8,8,3,7.1,2.4,1.2,16.3,"£37,737"
815,3065,144166,Primary,3,5,4,3,1.6,1.2,9.7,"£38,359"
815,3068,144429,Primary,8,5,2,7,4.1,1.1,21.1,"£27,692"
815,3069,121507,Primary,5,3,1,2.9,1.5,0.8,22.9,"£39,748"
815,3076,121508,Primary,2,7,0,2,0.8,0,9.5,SUPP
815,3079,144167,Primary,10,8,2,8.4,4.6,2,16.3,"£38,944"
815,3088,121510,Primary,2,0,1,1.9,0,0.1,18.6,SUPP
815,3090,144161,Primary,4,4,1,4,1.5,0.6,14.0,"£38,924"
815,3099,121513,Primary,5,6,2,3.2,2.5,1.2,22.5,"£31,801"
815,3101,121514,Primary,5,7,1,3.1,2.9,1,28.2,"£43,181"
815,3108,121515,Primary,9,8,2,6,5,1.9,6.1,"£37,735"
815,3109,121516,Primary,5,6,2,4.8,2.8,1.3,19.4,"£36,311"
815,3110,121517,Primary,3,2,1,3,0.9,0.7,13.7,"£40,018"
815,3113,121518,Primary,5,4,0,3.4,1.9,0,21.5,"£37,078"
815,3117,121520,Primary,10,8,5,8.8,5.3,1.4,21.6,"£35,894"
815,3119,121521,Primary,3,0,1,0.8,0,1,42.0,SUPP
815,3120,144840,Primary,6,6,4,5.1,4.2,1.7,21.7,"£36,313"
815,3122,121523,Primary,6,4,1,3.6,1.3,0.6,12.1,"£41,383"
815,3124,121524,Primary,5,0,0,2.2,0,0,16.4,"£33,231"
815,3126,121525,Primary,5,4,1,5,2.8,1,18.6,"£35,620"
815,3130,121526,Primary,2,3,2,1.6,2.4,0.7,36.9,SUPP
815,3133,144155,Primary,4,7,1,4,2.3,1,11.8,"£35,416"
815,3139,121528,Primary,5,2,1,4.9,1.2,0.8,15.7,"£41,380"
815,3150,121529,Primary,7,5,1,5.6,2.8,0.3,19.4,"£36,768"
815,3153,121532,Primary,10,9,1,8.1,3.9,0.1,17.3,"£36,568"
815,3154,144274,Primary,13,18,2,10.2,12.9,1.6,21.9,"£36,371"
815,3155,121534,Primary,6,8,5,6,2.8,1.5,20.3,"£36,401"
815,3160,121538,Primary,6,1,3,4.5,0.7,0.8,17.3,"£36,849"
815,3161,121539,Primary,3,7,0,3,4.1,0,15.3,"£37,308"
815,3163,121540,Primary,4,0,2,3.2,0,0.8,12.8,"£38,051"
815,3165,121541,Primary,5,4,2,3.9,2.2,0.6,15.4,"£37,558"
815,3207,121542,Primary,8,4,3,4.9,1.5,1.6,3.9,"£36,837"
815,3208,121543,Primary,3,2,1,3,0.6,0.7,6.7,"£34,504"
815,3210,121544,Primary,16,15,7,13.7,8,1.9,22.4,"£36,224"
815,3223,121548,Primary,3,2,0,3,0.7,0,16.3,SUPP
815,3225,121549,Primary,5,7,1,4.6,3.3,0.1,20.9,"£37,733"
815,3226,121550,Primary,6,5,1,5.1,2.7,0.1,18.4,"£38,582"
815,3227,121551,Primary,7,13,5,6.1,5.8,1,18.1,"£37,528"
815,3228,121552,Primary,3,1,2,2.6,0.1,0.5,11.4,SUPP
815,3231,121554,Primary,17,24,2,13.9,15.2,1.6,26.4,"£38,113"
815,3232,121555,Primary,5,2,0,3.9,1.2,0,19.3,"£39,782"
815,3233,121556,Primary,5,6,0,4,1.8,0,18.2,"£38,378"
815,3234,121557,Primary,4,4,0,2.6,1.6,0,10.8,"£36,223"
815,3235,121558,Primary,2,5,1,1.1,1.2,0.1,35.5,SUPP
815,3236,121559,Primary,9,17,1,8.9,10.1,0.2,23.5,"£38,480"
815,3237,121560,Primary,4,8,0,3,4.2,0,21.3,"£32,108"
815,3238,121561,Primary,3,2,0,2,1,0,12.5,SUPP
815,3240,121562,Primary,6,2,0,4.4,0.8,0,21.2,"£39,493"
